department,id,alter_id,name,credit,teacher2,capacity,capacity_graduate,time,restrict,character,grade,second_choose,exprement,retry,choose_or_not,group
中文系,30631834,1,中文写作,4,刘琴,0,0,"1-1(全周),3-1(全周)",西江…,,,否,,否,,
中文系,30631834,2,中文写作,4,刘琴,0,0,"3-2(全周),1-2(全周)",西江…,,,否,,否,,
外文系,30640042,0,英语阅读(2),2,孙赛茵,35,0,2-5(全周),限:英…,,,否,,是,是,
外文系,30640112,0,英语口语(2),2,LASSI NICHOL…,31,0,4-1(全周),限:人…,,2018.0,否,,是,是,
外文系,30640132,1,英语听力(2),2,PATEL KA…,31,0,2-1(全周),限:人…,,2018.0,否,,是,是,
外文系,30640132,2,英语听力(2),2,OLBRICH J…,35,0,4-5(全周),限:英…,,,否,,是,是,
外文系,30640172,0,英语写作(2),2,OLBRICH J…,35,0,1-5(全周),限:英…,,,否,,是,是,
外文系,30640304,1,高级英语(2),4,张萍,40,0,"2-3(全周),4-2(全周)",限:英…,,2016.0,否,,是,是,
外文系,30640304,2,高级英语(2),4,TULP RUS…,40,0,"1-1(全周),5-1(全周)",限:英…,,2016.0,否,,是,是,
外文系,30641182,0,英语听力(4),2,JOHANSSON…,43,0,4-1(全周),限:英…,,2017.0,否,,是,是,
外文系,30641272,0,高级英语读写（2）,2,刘昊,35,0,3-5(全周),限:英…,,,否,,是,是,
外文系,30641312,0,应用语言学导论,2,吕中舌,50,0,5-2(全周),限:英…,,2016.0,否,,是,是,
外文系,30641342,0,日本近现代文学,2,陈爱阳,32,0,3-2(全周),限:日…,,2016.0,否,,是,是,
外文系,30641352,0,日本语言研究基础,2,赵蓉,20,0,5-2(全周),限:日…,,2017.0,否,,是,是,
外文系,30641412,0,日本文化概论,2,KURASHIGE…,20,0,5-1(全周),限:人…,,2018.0,否,,是,是,
外文系,30641494,2,英语写作(2),4,ROSE AD…,20,0,"3-6(全周),1-2(全周)",限:人…,,2018.0,否,,是,是,
外文系,30641652,0,英国社会与文化,2,吕中舌,40,0,4-2(全周),限:人…,,2018.0,否,,是,是,
外文系,30641684,1,阅读与思辨（2）,4,吴霞,20,0,"3-3(全周),1-3(全周)",限:人…,,2018.0,否,,是,是,
外文系,30641684,2,阅读与思辨（2）,4,柏晓静,20,0,"3-3(全周),1-3(全周)",限:人…,,2018.0,否,,是,是,
外文系,30641744,0,阅读与思辨（4）,4,周允程,43,0,"3-2(全周),1-3(全周)",限:英…,,2017.0,否,,是,是,
外文系,30641842,0,论说文写作,2,MATHIE E…,15,0,1-3(全周),限:英…,,2018.0,否,,是,是,
外文系,30641922,0,日语听说(2),2,TACHIBANA…,20,0,1-2(全周),限:人…,,2018.0,否,,是,是,
外文系,30641984,0,英语主题阅读(2),4,ANDERSON…,15,0,"3-3(全周),1-2(全周)",限:英…,,2018.0,否,,是,是,
外文系,30642064,0,中级日语语法辨析(2),4,王燕,16,0,"2-2(全周),1-2(全周)",限:日…,,2017.0,否,,是,是,
法学院,30660062,0,证据学,2,易延友,95,5,4-1(全周),优先:…,,2017.0,否,,否,,
法学院,30660102,0,网络与电子商务法,2,吴伟光,95,5,5-1(全周),优先:…,,2016.0,否,,否,,
法学院,30660112,0,经济法总论,2,张晨颖,127,3,5-1(全周),限:法…,,2017.0,否,,否,是,
法学院,30660173,0,中国法律思想史,3,苏亦工,65,5,4-2(全周),优先:…,,2016.0,否,,否,,
法学院,30660183,0,西方法律思想史,3,鲁楠,95,5,"1-4(全周),1-3(全周)",优先:…,,2018.0,否,,否,,
新闻学院,30670283,0,外国新闻传播史,3,史安斌,87,4,"2-4(全周),2-3(全周)",优先:…,,2017.0,否,,否,,
新闻学院,30670372,0,马克思主义新闻观,2,胡钰,76,4,4-6(全周),优先:…,,2016.0,否,,否,,
新闻学院,30670383,0,新闻评论,3,周庆安,51,0,3-2(全周),优先:…,,2016.0,否,,否,,
新闻学院,30670413,0,媒介伦理与法规,3,戴佳,91,4,2-2(全周),限:新…,,2016.0,否,,否,是,
新闻学院,30670443,0,媒介经营与管理,3,杭敏,41,0,"5-2(5-16周),5-1(5-16周)",优先:…,,2016.0,否,,否,,
新闻学院,30670532,0,英语新闻(2),2,曹书乐,81,0,1-5(全周),限:新…,外文授课比例≥50%(双语课),2017.0,否,,否,是,
新闻学院,30670552,0,英语新闻（3）,2,RICHARD SC…,41,0,1-3(全周),限:新…,全外文授课,2016.0,否,,否,是,
新闻学院,30670583,0,公共关系与战略传播,3,张莉,61,0,4-2(全周),优先:…,,2016.0,否,,否,,
新闻学院,30670593,0,媒介编程,3,吕宇翔,20,4,4-6(全周),优先:…,,2017.0,否,,否,,
新闻学院,30670603,1,镜头中的国家与社会,3,梁君健,41,0,1-2(全周),限:人…,混合式教学,2018.0,否,,否,是,
新闻学院,30670603,2,镜头中的国家与社会,3,梁君健,41,0,4-6(全周),限:人…,混合式教学,2018.0,否,,否,是,
新闻学院,30670623,0,新媒体与社会,3,蒋俏蕾,75,0,5-2(全周),优先:…,混合式教学,2017.0,否,,否,,
人文学院,30690084,0,中国古代文学史（1）,4,马银琴,35,0,"4-1(全周),1-2(全周)",,,2017.0,否,,否,,
人文学院,30690254,0,中国古代文学史（3）,4,李飞跃,35,0,"3-2(全周),1-2(全周)",优先:…,,2016.0,否,,否,,
人文学院,30690393,0,政治哲学原理,3,万俊人,35,0,3-2(全周),,,2016.0,否,,否,,
人文学院,30690493,0,史学史与史学理论专题,3,仲伟民,35,0,2-2(全周),,,2017.0,否,,否,,
人文学院,30690513,0,语文学与人文科学研究,3,沈卫荣,35,0,"3-4(全周),3-3(全周)",,外文教材，中文为主进行授课(双语课),2016.0,否,,否,,
人文学院,30690533,0,句法基础,3,邓盾,35,0,2-2(全周),,外文教材，中文为主进行授课(双语课),2016.0,否,,否,,
人文学院,30690552,0,逻辑学基础理论,2,WESTERSTAHL…,35,0,"4-6(前八周),2-3(前八周)",,全外文授课,2017.0,否,,否,,
人文学院,30690562,0,模态逻辑及其应用,2,SELIGMAN JER…,35,0,"4-6(后八周),2-3(后八周)",,全外文授课,2017.0,否,,否,,
人文学院,30690573,0,印度史纲要,3,曹寅,40,0,2-6(全周),优先:…,外文教材，中文为主进行授课(双语课),2016.0,否,,否,,
人文学院,30690593,0,科学社会史,3,杨舰,100,0,5-2(全周),优先:…,,2015.0,否,,否,,
人文学院,30690613,0,中国当代文学史,3,陈国平,80,0,"5-4(全周),5-3(全周)",优先:…,,20162017.0,否,,否,,
人文学院,30690623,0,中英文哲学写作,3,唐浩,30,0,3-6(全周),,外文授课比例≥50%(双语课),20162015.0,否,,否,,
人文学院,30690663,0,现代汉语语法,3,邓盾,40,0,"3-4(全周),3-3(全周)",优先:人…,,2017.0,否,,否,,
人文学院,30690682,0,鲁迅研究专题,2,袁先欣,35,0,2-3(全周),优先:人…,,2017.0,否,,否,,
社科学院,30700113,0,中国社会,3,孙立平,75,0,2-2(全周),优先:2…,,2018.0,否,,否,,
社科学院,30700193,0,博弈论基础（英）,3,王勇,80,0,2-2(全周),优先:经…,外文授课比例≥50%(双语课),2017.0,否,,否,,
社科学院,30700283,0,社会学概论,3,晋军,75,0,1-6(全周),优先:…,,2018.0,否,,否,,
社科学院,30700383,1,社会科学统计学入门,3,张传杰,80,0,2-6(全周),优先:…,,20162017.0,否,,否,,
社科学院,30700383,2,社会科学统计学入门,3,孙凤,75,0,1-2(全周),优先:…,,2017.0,否,,否,,
社科学院,30700393,0,人格心理学,3,王非,150,0,1-6(全周),已修…,,2017.0,否,,否,,
社科学院,30700413,0,认知神经科学基础,3,郑美红,30,0,2-2(全周),优先:…,外文教材，中文为主进行授课(双语课),2016.0,否,,否,,
社科学院,30700433,0,社会心理学,3,廖江群,100,0,2-2(全周),优先:…,,2017.0,否,,否,,
社科学院,30700483,0,实验心理学,3,宛小昂,80,0,5-2(全周),优先:…,,,否,,否,,
社科学院,30700533,0,比较政治学基础,3,史志钦,35,0,"5-4(全周),5-3(全周)",优先:…,,2017.0,否,,否,,
社科学院,30700653,0,经济学原理,3,靳卫萍,120,0,5-2(全周),优先:…,外文教材，中文为主进行授课(双语课),2018.0,否,,否,,
社科学院,30700682,0,现代化与全球化思想研究,2,唐晓阳,30,0,1-6(全周),优先:…,外文教材，中文为主进行授课(双语课),,否,,否,,
社科学院,30700773,0,全球经济与国际政治,3,庞珣,30,0,"3-4(全周),3-3(全周)",优先:…,外文教材，中文为主进行授课(双语课),2017.0,否,,否,,
社科学院,30700853,0,中国政治思想史,3,任剑涛,30,0,"3-4(全周),3-5(全周)",优先:…,,,否,,否,,
社科学院,30700883,0,当代中国政府与政治,3,于晓虹,30,0,"3-4(全周),3-3(全周)",优先:…,,,否,,否,,
社科学院,30700913,0,健康心理学,3,李虹,80,0,4-2(全周),优先:…,混合式教学,2016.0,否,,否,,
社科学院,30700932,0,计量经济学（2）,2,孙震,30,0,3-2(全周),,外文教材，中文为主进行授课(双语课),2016.0,否,,否,,
体育部,30720112,0,运动训练A(2),2,刘爽,30,0,(全周),限:2018…,,,否,,否,是,
体育部,30720132,0,运动训练A(4),2,刘爽,30,0,(全周),限:2017…,,,否,,否,是,
体育部,30720152,0,运动训练A(6),2,刘爽,30,0,(全周),限:2016…,,,否,,否,是,
体育部,30720172,0,运动训练A(8),2,刘爽,30,0,(全周),限:2015…,,,否,,否,是,
体育部,30720222,0,航空体育（2）,2,郭惠珍,34,0,"3-4(全周),6-2(全周),1-4(全周)",限:航85…,,2018.0,否,,否,是,
体育部,30720242,0,航空体育（4）,2,张新贵,34,0,"3-4(全周),6-2(全周),1-4(全周)",限:航75…,,2017.0,否,,否,是,
体育部,30720262,0,航空体育（6）,2,赵青,34,0,"3-4(全周),6-2(全周),1-4(全周)",限:航65…,,2016.0,否,,否,是,
体育部,30720273,0,运动哲学,3,乔凤杰,30,0,1-6(全周),限:体辅…,,,否,,否,是,
体育部,30720293,0,足球运动与科学,3,孙葆洁,20,0,(全周),限:体辅…,实践课;  混合式教学;,,否,,否,是,
体育部,30720313,0,运动和健康,3,马新东,30,0,2-6(全周),限:体辅…,实践课;  混合式教学;,,否,,否,是,
体育部,30720333,0,运动实践,3,王壹伦,20,0,(全周),限:体辅…,实践课,,否,,否,是,
艺教中心,30780123,0,和声与曲式,3,谢鹏,35,0,6-2(全周),限:艺辅…,实践课,,否,,否,是,
艺教中心,30780152,0,应用作曲与电子音乐设计,2,谢鹏,35,0,6-3(全周),限:艺辅…,实践课,,否,,否,是,
艺教中心,30780162,1,音乐工程设计,2,谢鹏,18,0,6-4(全周),限:艺辅…,,,否,,否,是,
艺教中心,30780162,2,音乐工程设计,2,谢鹏,18,0,6-5(全周),限:艺辅…,,,否,,否,是,
美术学院,30800043,0,素描人体,3,魏小明,20,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美61…,,2016.0,否,,否,是,
美术学院,30800062,0,西洋服装史,2,李当岐,30,0,"5-2(前八周),5-1(前八周)",限:美72…,,2017.0,否,,否,是,
美术学院,30800123,1,色彩,3,蒋智南,22,0,(9-12周),限:美81…,,2018.0,否,,否,是,
美术学院,30800123,10,色彩,3,张姗姗,25,0,(9-12周),限:美81…,,2018.0,否,,否,是,
美术学院,30800123,3,色彩,3,周爱民,22,0,(9-12周),限:美8…,,2018.0,否,,否,是,
美术学院,30800123,4,色彩,3,张歌明,22,0,(9-12周),限:美8…,,2018.0,否,,否,是,
美术学院,30800123,5,色彩,3,张火炎,22,0,(9-12周),限:美8…,,2018.0,否,,否,是,
美术学院,30800123,6,色彩,3,封帆,22,0,(9-12周),限:美8…,,2018.0,否,,否,是,
美术学院,30800123,7,色彩,3,李睦,22,0,(9-12周),限:美8…,,2018.0,否,,否,是,
美术学院,30800123,8,色彩,3,刘希倬,22,0,(9-12周),限:美8…,,2018.0,否,,否,是,
美术学院,30800123,9,色彩,3,史习平,22,0,(9-12周),限:美8…,,2018.0,否,,否,是,
美术学院,30800183,0,素描,3,莫芷,15,0,"3-2(9-12周),3-1(9-12周),4-2…",限:美7…,,2017.0,否,,否,是,
美术学院,30800463,0,浮雕,3,唐绪祥,12,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美7…,,2017.0,否,,否,是,
美术学院,30800674,0,综合造型基础,4,徐迎庆,15,0,"1-4(前八周),1-3(前八周),3-4(…",限:CDIE7…,,2017.0,否,,否,是,
美术学院,30802823,0,立体裁剪（2）,3,李薇,30,0,"3-1(1-12周),3-2(1-12周)",限:美62…,实践课,2016.0,否,,否,是,
美术学院,30802853,0,平面裁剪（2）,3,朱小珊,30,0,"5-2(1-12周),5-1(1-12周)",限:美62…,实践课,2016.0,否,,否,是,
美术学院,30803093,1,色彩(2),3,宋克,25,0,(10-12周),限:美812…,,2018.0,否,,否,是,
美术学院,30803093,2,色彩(2),3,申伟,25,0,(10-12周),限:美813…,,2018.0,否,,否,是,
美术学院,30803093,3,色彩(2),3,叶健,25,0,(10-12周),限:美816…,,2018.0,否,,否,是,
美术学院,30803093,4,色彩(2),3,马文甲,25,0,(10-12周),限:美818…,,2018.0,否,,否,是,
美术学院,30803162,0,创作练习（1）,2,田旭桐,15,0,"3-2(9-12周),3-1(9-12周),4-2…",限:美715…,,2017.0,否,,否,是,
美术学院,30805392,1,造型基础（2）,2,蒋红斌,30,0,"5-2(前八周),5-1(前八周)",限:美78…,,2017.0,否,,否,是,
美术学院,30805392,2,造型基础（2）,2,严扬,30,0,"5-2(前八周),5-1(前八周)",限:美79…,,2017.0,否,,否,是,
美术学院,30806173,10,三维造型基础(2),3,邱松,25,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806173,2,三维造型基础(2),3,臧迎春,20,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806173,3,三维造型基础(2),3,王轶男,20,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806173,4,三维造型基础(2),3,周岳,22,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806173,5,三维造型基础(2),3,金剑平,20,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806173,6,三维造型基础(2),3,刘东雷,20,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806173,7,三维造型基础(2),3,刘铁军,20,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806173,8,三维造型基础(2),3,唐林涛,22,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806173,9,三维造型基础(2),3,刘新,20,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806183,1,素描(2),3,曲欣,25,0,"5-1(1-3周),1-2(1-3周),1-1(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806183,2,素描(2),3,关东海,25,0,"5-1(1-3周),1-2(1-3周),1-1(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806183,3,素描(2),3,闫辉,25,0,"5-1(1-3周),1-2(1-3周),1-1(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806183,4,素描(2),3,陈晓林,25,0,"5-1(1-3周),1-2(1-3周),1-1(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806193,1,塑造(2),3,董书兵,25,0,"5-2(4-6周),5-1(4-6周),1-2(4-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806193,2,塑造(2),3,冯崇利,25,0,"5-2(4-6周),5-1(4-6周),1-2(4-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806193,3,塑造(2),3,曾成钢,25,0,"5-2(4-6周),5-1(4-6周),1-2(4-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806193,4,塑造(2),3,陈辉,25,0,"5-2(4-6周),5-1(4-6周),1-2(4-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806203,1,综合造型基础（1）,3,杨建军,22,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806203,10,综合造型基础（1）,3,徐迎庆,25,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美…,,2018.0,否,,否,是,
美术学院,30806203,3,综合造型基础（1）,3,张柏萌,22,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806203,4,综合造型基础（1）,3,向帆,22,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806203,5,综合造型基础（1）,3,祖乃甡,22,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806203,6,综合造型基础（1）,3,涂山,22,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806203,7,综合造型基础（1）,3,李朝阳,22,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806203,8,综合造型基础（1）,3,周艳阳,22,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806203,9,综合造型基础（1）,3,范寅良,22,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806223,1,影像与视频,3,马森,25,0,"4-2(7-9周),4-1(7-9周),5-2(7-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806223,2,影像与视频,3,祝卉,25,0,"4-2(7-9周),4-1(7-9周),5-2(7-…",限:美8…,,2018.0,否,,否,是,
美术学院,30806223,3,影像与视频,3,温海成,25,0,"4-2(7-9周),4-1(7-9周),5-2(7-…",限:美…,,2018.0,否,,否,是,
美术学院,30806223,4,影像与视频,3,吴诗中,25,0,"4-2(7-9周),4-1(7-9周),5-2(7-…",限:美…,,2018.0,否,,否,是,
美术学院,30806243,0,中国工艺美术断代史（2）,3,陈彦姝,20,0,"3-2(1-6周),3-1(1-6周),5-2(1-…",限:美…,,2018.0,否,,否,是,
美术学院,30806353,0,陶瓷成型基础,3,尹航,10,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806483,0,西方近现代美术史,3,张敢,20,0,"1-2(7-12周),1-1(7-12周),3-2…",限:美…,外文教材，中文为主进行授课(双语课),2017.0,否,,否,是,
美术学院,30806523,0,西方古代美术史,3,刘平,20,0,"1-2(1-6周),1-1(1-6周),3-2(1-…",限:美…,外文教材，中文为主进行授课(双语课),2017.0,否,,否,是,
美术学院,30806582,1,工业设计表达（2）-立体设计表达,2,王小义,30,0,"1-2(1-4周),1-1(1-4周),3-2(1-…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806582,2,工业设计表达（2）-立体设计表达,2,刘强,30,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806592,1,工业设计表达(3)-计算机辅助设计,2,刘志国,30,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806592,2,工业设计表达(3)-计算机辅助设计,2,范寅良,30,0,"1-2(1-4周),1-1(1-4周),3-2(1-…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806602,2,设计工程基础(2)-机能原理,2,刘新,30,0,"1-1(9-12周),3-2(9-12周),3-1…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806722,1,材料与设计,2,杨冬江,20,0,"1-1(9-12周),3-2(9-12周),3-1…",限:美…,实验课,2016.0,否,,否,是,
美术学院,30806722,2,材料与设计,2,于历战,20,0,"1-1(9-12周),3-2(9-12周),3-1…",限:美…,实验课,2016.0,否,,否,是,
美术学院,30806753,0,水墨人物写生,3,王巍,15,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美…,实践课,2016.0,否,,否,是,
美术学院,30806763,0,美术考古,3,李静杰,20,0,"1-2(1-6周),1-1(1-6周),3-2(1-…",限:美…,,2016.0,否,,否,是,
美术学院,30806771,0,用户研究方法,1,王国胜,30,0,"5-2(1-4周),5-1(1-4周)",限:美…,实践课,2016.0,否,,否,是,
美术学院,30806843,0,中国画形态表现,3,叶健,15,0,"3-2(5-8周),3-1(5-8周),4-2(5-…",限:美…,,2017.0,否,,否,是,
美术学院,30806883,0,重彩,3,李秉孺,12,0,"5-2(1-4周),5-1(1-4周),1-2(1-…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806893,0,刺绣工艺基础,3,张红娟,20,0,"1-1(9-12周),3-2(9-12周),3-1…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806922,0,染织工艺基础,2,贾京生,30,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806933,0,编织工艺基础,3,张树新,20,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美…,实践课,2017.0,否,,否,是,
美术学院,30806953,0,丝网版画制作,3,文中言,15,0,"1-2(5-8周),1-1(5-8周),3-2(5-…",限:美…,,2016.0,否,,否,是,
美术学院,30806983,0,素描基础,3,张雷,20,0,"5-4(1-6周),5-3(1-6周),5-2(1-…",限:新…,,2018.0,否,,否,是,
美术学院,30806993,0,色彩基础,3,史习平,20,0,"5-2(7-8,13-16周),5-1(7-8,13…",限:新…,,2018.0,否,,否,是,
美术学院,30807033,0,设计基础,3,张平,20,0,"5-2(13-16周),5-1(13-16周),…",限:美…,,2018.0,否,,否,是,
美术学院,30807042,0,美学,2,陈岸瑛,20,0,"2-1(1-6周),4-2(1-6周),4-1(1-…",限:美…,,2018.0,否,,否,是,
美术学院,30807053,0,中国工艺美术史史料学,3,尚刚,20,0,"3-2(7-12周),3-1(7-12周),5-2…",限:美…,,2018.0,否,,否,是,
美术学院,30807223,0,设计概论,3,李砚祖,20,0,"2-1(1-6周),4-2(1-6周),4-1(1-…",限:美…,,2017.0,否,,否,是,
美术学院,30807234,0,陶瓷工艺基础,4,章星,10,0,"3-2(10-15周),3-1(10-15周),…",限:美…,实验课;  实践课;,2017.0,否,,否,是,
美术学院,30807254,0,塑造基础,4,邱耿钰,10,0,"3-1(5-9周),5-2(5-9周),5-1(5…",限:美7…,实践课,2017.0,否,,否,是,
美术学院,30807264,0,首饰设计基础,4,潘妙,12,0,"3-2(9-13周),3-1(9-13周),5-2…",限:美7…,实践课,2017.0,否,实验信息,否,是,
美术学院,30807273,1,建筑基础与构造营建,3,周浩明,25,0,"1-2(1-6周),1-1(1-6周),5-2(1…",限:美7…,,2017.0,否,,否,是,
美术学院,30807273,2,建筑基础与构造营建,3,涂山,25,0,"1-2(1-6周),1-1(1-6周),5-2(1…",限:美7…,,2017.0,否,,否,是,
美术学院,30807282,0,智能硬件交互基础,2,米海鹏,15,0,"1-2(10-12周),3-4(10-12周),…",限:CDIE6…,,2016.0,否,,否,是,
建管系,30910032,0,建筑施工技术,2,于清,120,0,5-1(全周),,,2016.0,否,实验信息,否,,
建管系,30910042,0,建筑施工组织,2,李小冬,40,0,2-1(全周),,,2016.0,否,,否,,
建管系,30910052,1,工程项目管理(1),2,李小冬,75,0,1-1(全周),,,2016.0,否,,否,,
建管系,30910052,2,工程项目管理(1),2,强茂山,120,0,"1-4(前八周),1-3(前八周)",,,2016.0,否,,否,,
建管系,30910101,1,因材施教导师制研讨课(4）,1,杨述,2,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,10,因材施教导师制研讨课(4）,1,李楠,4,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,2,因材施教导师制研讨课(4）,1,吴璟,2,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,3,因材施教导师制研讨课(4）,1,廖彬超,2,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,4,因材施教导师制研讨课(4）,1,邓晓梅,2,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,5,因材施教导师制研讨课(4）,1,杨赞,4,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,6,因材施教导师制研讨课(4）,1,李小冬,4,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,7,因材施教导师制研讨课(4）,1,郭红领,4,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,8,因材施教导师制研讨课(4）,1,于清,4,0,(全周),,专题研讨课,20162017.0,否,,否,,
建管系,30910101,9,因材施教导师制研讨课(4）,1,刘洪玉,4,0,(全周),,专题研讨课,20162017.0,否,,否,,
训练中心,31510042,1,工业生产概论(1),2,汤彬,60,0,3-6(全周),优先:…,文化素质核心课;  文化素质课;,2018.0,否,实验信息,否,,
训练中心,31510042,2,工业生产概论(1),2,汤彬,60,0,5-6(全周),优先:…,文化素质核心课;  文化素质课;,2018.0,否,实验信息,否,,
训练中心,31510093,0,设计思维,3,付志勇,50,0,(全周),限:技…,,,否,,否,是,
训练中心,31510162,0,机器人技术专业创新实践(2),2,赵千川,20,0,(全周),限:技…,实践课,,否,实验信息,否,是,
医学院,34000082,0,医学心理学,2,刘破资,150,0,"5-4(前八周),5-3(前八周)",,外文教材，中文为主进行授课(双语课),2017.0,否,实验信息,否,,
医学院,34000286,0,普通药理学,6,王钊,30,0,"3-4(全周),3-3(全周),1-4(全…",限:生…,,2016.0,否,实验信息,否,是,
医学院,34000292,0,医学统计学,2,夏永静,30,0,4-1(全周),限:生…,,2016.0,否,,否,是,
医学院,34000308,0,病理学,8,裘莹,30,0,"2-4(全周),5-2(全周),2-3(全…",限:生…,,2016.0,否,,否,是,
医学院,34000312,0,医学寄生虫学,2,吴宁,30,0,"4-3(前八周),4-4(前八周),2-1…",限:生…,,2016.0,否,实验信息,否,是,
医学院,34000372,0,医疗仪器原理,2,陈慧军,60,0,3-1(全周),,,20162017.0,否,实验信息,否,,
医学院,34000503,0,医学影像(2)–成像系统,3,李睿,35,0,2-2(全周),,外文教材，中文为主进行授课(双语课),2016.0,否,实验信息,否,,
医学院,34000512,0,医学伦理学,2,王大亮,30,0,4-2(全周),限:生…,,2016.0,否,,否,是,
医学院,34000566,0,医学生理学,6,吴宁,35,0,"5-2(全周),1-5(全周),1-4(全周)",限:临…,外文教材，中文为主进行授课(双语课),2017.0,否,实验信息,否,是,
生医系,34030064,0,生物医学电子学,4,高小榕,35,0,4-2(全周),,,2016.0,否,实验信息,否,,
软件学院,34100352,0,软件理论基础(2):函数式语言程序设计,2,周旻,85,0,1-2(全周),,,2016.0,否,,否,,
软件学院,34100362,0,面向对象程序设计基础,2,雍俊海,100,0,1-3(全周),优先:…,,2018.0,否,,否,,
新雅书院,34700023,0,比较政治,3,应星,30,0,2-6(全周),限:政…,,20172016.0,否,,否,是,
新雅书院,34700033,0,西方哲学(2),3,吴增定,30,0,2-2(全周),限:政…,,20162017.0,否,,否,是,
建筑学院,40000093,1,城乡规划设计(3),3,黄鹤,10,0,"1-4(前八周),4-2(前八周),1-3…",限:城…,,2016.0,否,,否,是,
建筑学院,40000103,1,城乡规划设计(4),3,唐燕,10,0,"4-1(后八周),1-4(后八周),4-2(…",限:城…,,2016.0,否,,否,是,
建筑学院,40000103,2,城乡规划设计(4),3,田莉,10,0,"4-1(后八周),1-4(后八周),4-2(…",限:城…,,2016.0,否,,否,是,
建筑学院,40000113,0,城市能源系统,3,江亿,40,0,4-2(全周),,,2016.0,否,,否,,
建筑学院,40000171,0,土地利用开发与管理,1,田莉,40,0,1-1(后八周),,,2016.0,否,,否,,
建筑学院,40000182,0,建筑空气污染控制装置设计及工程实践,2,莫金汉,25,5,1-3(全周),,,2016.0,否,,否,,
